schema_version,source,video_id,video_url,comment_id,parent_comment_id,depth,is_reply,author_id,author_handle,display_name,text_raw,text_normalized,likes,reply_count,create_time,images,audio,sticker,image_count,audio_count,capture_method,capture_source,captured_at,collector_version,caption,hashtags,creator,video_create_time,exported_at
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673803675048067858,,0,no,,ppt.wrd,,"aku ga bilang ini mudah,tapi jangan berhenti mengusahakan untuk terus indah🫶🏻",,72,2,1786696661,,,,0,0,api,api,2026-08-21T11:31:30.842955+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673549008148693780,,0,no,,frstync,,Berkali-kali sama orang yang tepat setiap hari selamanya💗🥺,,319,1,1786637369,,,,0,0,api,api,2026-08-21T11:31:30.843047+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673683722268623636,,0,no,,yulitaasria_,,Kalau berkali2 judi sampai semua aset digadai hutang kmna2 itu gmna kak?,,10,8,1786668742,,,,0,0,api,api,2026-08-21T11:31:30.843080+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7674080654821540628,,0,no,,tammamun,,"tidak ada orang yang tepat, semua tergantung bagaimana kita menganggapnyaa🥺",,5,1,1786761160,,,,0,0,api,api,2026-08-21T11:31:30.843103+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673735445537211154,,0,no,,yoursunrise___,,aku ga bilang semuanya mudah tapi alhamdulillah allah mampukan sampai hari ini bersamanya 🫶🏻,,118,1,1786680777,,,,0,0,api,api,2026-08-21T11:31:30.843126+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673668610926363410,,0,no,,isterisolehah02,,"Aku tidak berharap pun..tpi semoga Allah menjaga rumah tanggaku sampai syurga.. dan aku sentiasa berdoa semoga suami ku adalah satu""nya cintanya aku sampai aku dijemput pulang. Begitu juga suamiku",,22,1,1786665228,,,,0,0,api,api,2026-08-21T11:31:30.843146+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673741659869004565,,0,no,,winnn.1920,,"panjangkan umur suami baik di dunia ini ya Allah🥺 umur yang bahagia, sehat dan selamat😭🤲🏻",,35,1,1786682226,,,,0,0,api,api,2026-08-21T11:31:30.843183+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673770731398628116,,0,no,,renzelux,,abis beli cincin tapi kenapa jd berantem😞 ego lebih menang dari kami😔,,3,2,1786689000,,,,0,0,api,api,2026-08-21T11:31:30.843209+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673933212846129928,,0,no,,nuuiii2,,"menikah itu untuk menceritakan masalah rumah tangganya sama ibunya berkali"" 🤣",,2,2,1786726817,,,,0,0,api,api,2026-08-21T11:31:30.843227+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7674441159015613205,,0,no,,yourbeebub977,,"""menikah itu artinya kamu memaafkan kesalahan pasanganmu yang mungkin besok atau lusa di ulangi lagi""
ngga cocok di aku, soalnya otakku ""cerai, cerai, cerai"" pantesan talak cuma ada di pihak cowok😭😭",,3,1,1786845093,,,,0,0,api,api,2026-08-21T11:31:30.843244+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673812029794648833,,0,no,,gommmmmmmmmmm,,"Yg penting saling setia, terbuka terhadap keuangan, satu visi dan misi perihal anak, saling melindungi, mau bekerjasama, tenang hidup🥰",,3,1,1786698605,,,,0,0,api,api,2026-08-21T11:31:30.843261+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7674638721241989896,,0,no,,siwi1026,,pengen update wa tapi ntar dikira nya gw yg kecintaan males🙃,,1,1,1786891088,,,,0,0,api,api,2026-08-21T11:31:30.843279+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7675326182375801620,,0,no,,gl.max,,trus Bagaimana memafkan Pasangan yg NPD?,,1,0,1787051150,,,,0,0,api,api,2026-08-21T11:31:30.843296+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673952380195357441,,0,no,,ayu.pc.s,,"Kecuali selingkuh dan kdrt ya sayang,itu penyakit lepaskan dengan ikhlas,jangan kasih toleransi 😭",,4,0,1786731284,,,,0,0,api,api,2026-08-21T11:31:30.843313+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7673517427398034177,,0,no,,saaajaayaa_,,"gamau ngetag, langsung gue kirim aja 🙃",,6,2,1786630017,,,,0,0,api,api,2026-08-21T11:31:30.843329+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7675578007448961800,,0,no,,wayange24,,siap menikah siap untuk selalu sama sama mau bersabar,,1,0,1787109782,,,,0,0,api,api,2026-08-21T11:31:30.843346+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7675292583995998977,,0,no,,aris_munandar.z,,"Calon istriku memosting ulang, sehat² yah calon istriku",,1,0,1787043321,,,,0,0,api,api,2026-08-21T11:31:30.843363+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7675354812347400967,,0,no,,when.rvy02,,bahkan hal tersulitpun bakalan mudah jikalau bersama orang yang tepat 🥺🥰🤲,,2,1,1787057809,,,,0,0,api,api,2026-08-21T11:31:30.843380+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7674274363732280071,,0,no,,momodpa_,,selingkuh berkali kali juga? menyepelekan berkali kali juga? menghina berkali kali juga?😅,,1,1,1786806248,,,,0,0,api,api,2026-08-21T11:31:30.843399+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7675761667096052487,,0,no,,iniselennnn,,dikirim calon suami😁,,1,1,1787152541,,,,0,0,api,api,2026-08-21T11:31:30.843415+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
raw.v1.1,tiktok,7673343206544706837,https://www.tiktok.com/@coretanmalam2000/photo/7673343206544706837,7674540871996408597,,0,no,,liviiafh,,Gausa semangatin aku deh .. lagi ga pgn memahami apapun 😌,,1,1,1786868312,,,,0,0,api,api,2026-08-21T11:31:30.843431+00:00,1.1.0,,,coretanmalam2000,1787311801,2026-08-21T11:52:11+00:00
